,Major,Minor,SalePrice,Address,BuildingNumber,StreetName,ZipCode,Stories,BldgGrade,SqFt1stFloor,SqFtHalfFloor,SqFt2ndFloor,SqFtUpperFloor,SqFtTotLiving,SqFtTotBasement,SqFtFinBasement,FinBasementGrade,SqFtGarageBasement,SqFtGarageAttached,DaylightBasement,SqFtOpenPorch,SqFtEnclosedPorch,SqFtDeck,HeatSystem,HeatSource,Bedrooms,BathHalfCount,Bath3qtrCount,BathFullCount,FpSingleStory,FpMultiStory,FpFreestanding,FpAdditional,YrBuilt,YrRenovated,Condition,Township,Section,QuarterSection,Area,SubArea,DistrictName,SqFtLot,WaterSystem,SewerSystem,Access,InadequateParking,LotDepthFactor,TrafficNoise,DocumentDate,Date
79853,212607,9166,646000,14220   320TH AVE NE  98019,14220,320TH                    ,98019,1.0,7,1320,0,0,0,2610,1290,1290,6,0,480,Y,0,0,0,5,2,3,0,2,1,1,0,0,0,1995,0,5,26,21,NE,70.0,3.0,KING COUNTY,40165,2,1,4,0,0,0,06/05/2019,2019
79855,212800,120,875000,12849  NE 108TH PL   98033,12849,108TH                    ,98033,2.0,8,1580,0,590,0,2170,0,0,0,0,510, ,200,0,0,5,2,4,1,1,1,1,0,0,0,1977,0,3,26,33,NE,93.0,7.0,KIRKLAND,7125,2,2,4,2,0,0,08/21/2019,2019
79882,214480,54,446950,12840   RENTON AVE S  98178,12840,RENTON                   ,98178,1.0,7,1020,0,0,0,2040,1020,1020,6,0,0,N,0,0,200,5,1,5,0,0,1,0,1,0,1,1957,0,5,23,13,NE,25.0,2.0,KING COUNTY,10749,2,1,4,0,0,2,02/01/2019,2019
79937,200570,160,314900,11812  SE 275TH ST   98030,11812,275TH                    ,98030,1.0,6,840,0,0,0,840,0,0,0,0,220,N,0,0,0,1,2,3,0,0,1,0,0,0,0,1962,0,4,22,33,NW,62.0,9.0,KENT,9594,2,1,4,0,0,0,08/07/2019,2019
79952,201320,170,420000,1717  S 233RD ST   98198,1717 ,233RD                    ,98198,2.0,7,800,0,710,0,1510,0,0,0,0,0, ,30,0,590,5,3,3,1,0,2,0,0,0,0,1977,0,5,22,16,SW,88.0,3.0,DES MOINES,9882,2,2,4,0,0,0,09/12/2019,2019
80084,202506,9033,835000,20118  NE 28TH PL   98074,20118,28TH                     ,98074,1.0,7,1570,0,0,0,3140,1570,1570,5,0,0,Y,380,0,520,6,2,5,0,2,2,0,2,0,1,1952,0,3,25,20,SW,47.0,1.0,SAMMAMISH,16865,2,2,4,0,0,0,09/04/2019,2019
80122,162106,9040,485000,22135  SE 328TH PL   ,22135,328TH                    ,,1.0,7,1560,0,0,0,1560,0,0,0,0,0, ,0,0,280,5,2,3,0,0,2,0,0,0,0,2011,0,3,21,16,SE,57.0,7.0,KING COUNTY,43560,2,1,3,0,0,0,03/12/2019,2019
80126,162304,9126,335000,13626   MILITARY RD S  98168,13626,MILITARY                 ,98168,1.5,6,910,360,0,0,1760,910,490,5,0,440, ,50,0,0,5,1,1,1,0,1,0,1,0,1,1936,0,3,23,16,SE,24.0,3.0,TUKWILA,21195,2,2,4,2,0,2,05/29/2019,2019
80158,162605,9029,750000,16263   124TH AVE NE  98072,16263,124TH                    ,98072,1.5,8,1320,800,0,0,2120,190,0,0,0,0,Y,80,0,0,4,3,2,0,0,1,0,1,0,0,1933,0,3,26,16,NW,73.0,3.0,BOTHELL,28258,2,2,4,2,0,2,10/30/2019,2019
80166,164450,180,935000,2704   WILLIAMS AVE N  98056,2704 ,WILLIAMS                 ,98056,2.0,9,970,0,1250,0,3190,970,970,8,0,440, ,80,0,150,5,2,3,1,1,2,3,0,0,0,2005,0,3,23,5,NW,63.0,3.0,RENTON,5608,2,2,4,2,0,0,12/19/2019,2019
80176,149830,2990,750000,1917   25TH AVE S  98144,1917 ,25TH                     ,98144,1.0,6,730,0,0,0,1320,790,590,5,0,0,N,60,0,0,5,1,2,0,0,1,0,0,0,0,1907,0,3,24,9,NE,79.0,2.0,SEATTLE,4320,2,2,4,2,0,0,11/10/2019,2019
80178,150330,190,522950,31408   28TH PL SW  98023,31408,28TH                     ,98023,1.0,8,1800,0,0,0,3600,1800,1800,8,0,530,Y,0,0,670,5,2,5,0,2,1,0,1,0,1,1964,0,4,21,12,SW,53.0,17.0,FEDERAL WAY,13714,2,2,4,2,0,0,03/29/2019,2019
80183,150970,230,420000,24102   130TH AVE SE  98030,24102,130TH                    ,98030,2.0,8,970,0,820,0,1790,0,0,0,0,640,N,0,0,80,5,2,4,1,0,2,1,0,0,0,2001,0,3,22,21,NE,61.0,6.0,KENT,6720,2,2,4,0,0,0,08/21/2019,2019
80186,151380,165,535000,2512  NE 82ND ST   98115,2512 ,82ND                     ,98115,1.0,6,720,0,0,0,720,0,0,0,0,0,N,0,0,0,1,1,2,0,0,1,0,0,0,0,1951,0,3,25,4,NE,45.0,5.0,SEATTLE,4041,2,2,4,2,0,0,02/22/2019,2019
80206,285610,761,610000,6517   27TH AVE NW  98117,6517 ,27TH                     ,98117,1.0,6,900,0,0,0,900,0,0,0,0,0, ,60,0,0,5,2,2,0,0,1,1,0,0,0,1910,0,3,25,2,SW,19.0,10.0,SEATTLE,4182,2,2,4,0,0,0,08/15/2019,2019
80222,287210,145,740000,3022  NW 74TH ST   98117,3022 ,74TH                     ,98117,1.5,8,950,200,0,0,1150,950,0,0,220,0,N,0,0,0,5,1,3,0,0,1,0,1,0,0,1930,0,3,25,2,SW,19.0,10.0,SEATTLE,5000,2,2,4,0,0,0,06/10/2019,2019
80224,287210,1710,937300,3002  NW 71ST ST   98117,3002 ,71ST                     ,98117,1.0,8,1350,0,0,0,2130,1350,780,7,0,400,Y,40,0,0,5,1,3,0,0,2,0,1,0,1,1950,0,3,25,2,SW,19.0,10.0,SEATTLE,5000,2,2,4,0,0,0,04/26/2019,2019
80228,287210,2250,1220000,2833  NW 71ST ST   98117,2833 ,71ST                     ,98117,1.5,8,920,770,0,0,2610,920,920,8,0,0,Y,160,0,80,5,2,4,0,1,3,1,0,0,0,1915,2016,3,25,2,SW,19.0,10.0,SEATTLE,5000,2,2,4,0,0,0,06/06/2019,2019
80237,287515,70,483800,676  SW 100TH ST   98106,676  ,100TH                    ,98106,2.0,8,580,0,670,0,1250,0,0,0,0,0, ,200,30,0,7,3,2,0,1,1,0,0,0,0,2018,0,3,23,6,NE,23.0,4.0,KING COUNTY,1551,2,2,4,0,0,0,08/19/2019,2019
80238,287515,100,487800,662  SW 100TH ST   98106,662  ,100TH                    ,98106,2.0,8,580,0,670,0,1250,0,0,0,0,0, ,200,30,0,7,3,2,0,1,1,0,0,0,0,2019,0,3,23,6,NE,23.0,4.0,KING COUNTY,1366,2,2,4,0,0,0,12/08/2019,2019
80243,287710,2110,799000,6731   6TH AVE NW  98117,6731 ,6TH                      ,98117,2.0,7,600,0,510,0,1710,600,600,6,0,0,Y,0,0,0,4,3,3,1,1,1,0,1,0,0,1973,0,3,25,1,SE,82.0,11.0,SEATTLE,2425,2,2,4,2,0,0,07/05/2019,2019
80306,332700,140,383000,11228  SE 320TH PL   98092,11228,320TH                    ,98092,1.0,7,1190,0,0,0,1190,0,0,0,0,460,N,0,0,180,5,2,3,0,1,1,1,0,0,0,1968,0,4,21,17,NE,62.0,11.0,AUBURN,7280,2,2,4,0,0,1,10/14/2019,2019
80307,332950,60,495000,29721   52ND AVE S  98001,29721,52ND                     ,98001,1.0,7,1340,0,0,0,2250,1220,910,7,310,220,Y,0,0,100,5,2,4,0,2,1,0,1,0,1,1982,0,5,21,2,SW,27.0,11.0,AUBURN,9091,2,2,4,2,0,0,10/11/2019,2019
80316,333050,1666,435000,5717   46TH AVE S  98118,5717 ,46TH                     ,98118,1.0,6,900,0,0,0,900,0,0,0,0,0,N,60,0,0,1,1,2,0,0,1,0,0,0,0,1915,0,3,24,22,SE,81.0,11.0,SEATTLE,3434,2,2,4,2,0,0,03/05/2019,2019
80320,333100,1947,675000,3912  S JUNEAU ST   98118,3912 ,JUNEAU                   ,98118,1.5,6,960,460,0,0,1520,960,100,5,200,0, ,0,0,0,5,2,3,1,0,1,1,0,0,0,1928,0,5,24,22,SW,21.0,5.0,SEATTLE,6160,2,2,4,2,0,0,02/12/2019,2019
80326,221590,1710,480000,21311  SE 277TH ST   98038,21311,277TH                    ,98038,1.0,8,1320,0,0,0,1890,860,570,8,290,390,Y,110,0,0,5,2,4,1,0,2,1,0,0,0,1992,0,4,22,33,NW,56.0,1.0,MAPLE VALLEY,7000,2,2,4,0,0,0,02/26/2019,2019
80357,222730,44,661000,1153  N 199TH ST   ,1153 ,199TH                    ,,2.0,8,990,0,990,0,2480,940,500,8,440,0,N,0,0,50,5,2,4,0,0,4,2,0,0,0,2014,0,3,26,6,NE,2.0,2.0,SHORELINE,2500,2,2,4,2,0,0,06/05/2019,2019
80374,225450,1621,1203000,728   14TH AVE   98122,728  ,14TH                     ,98122,3.0,9,730,0,750,480,1960,510,0,0,510,0,N,0,0,300,7,2,3,1,0,2,0,0,0,0,2016,0,3,25,32,SE,15.0,3.0,SEATTLE,1600,2,2,4,2,0,2,08/02/2019,2019
80384,226000,370,930000,3402   175TH AVE NE  98052,3402 ,175TH                    ,98052,1.0,8,1630,0,0,0,2830,1500,1200,7,300,180,Y,0,0,100,5,2,5,1,1,2,0,1,0,1,1975,0,4,25,24,NE,91.0,13.0,REDMOND,11212,2,2,4,0,0,0,07/13/2019,2019
80392,229140,186,470000,10706 B  WHITMAN AVE N  98133,10706,WHITMAN                  ,98133,2.0,8,730,0,730,0,1890,600,430,8,170,0,Y,0,0,50,6,2,3,1,0,3,0,0,0,0,2006,0,3,26,30,SW,6.0,4.0,SEATTLE,1380,2,2,4,0,0,0,10/17/2019,2019
80394,229140,195,545000,10710 C  WHITMAN AVE N  98133,10710,WHITMAN                  ,98133,1.0,6,850,0,0,0,1250,850,400,6,0,0, ,40,0,0,5,2,3,0,0,2,1,0,0,0,1926,0,4,26,30,SW,6.0,4.0,SEATTLE,2908,2,2,4,0,0,0,09/26/2019,2019
80400,229140,690,346000,10714   LINDEN AVE N  98133,10714,LINDEN                   ,98133,1.0,7,980,0,0,0,980,900,0,0,0,0,N,70,0,260,5,1,1,0,1,1,0,1,0,1,1918,0,3,26,30,SW,6.0,4.0,SEATTLE,7440,2,2,4,0,0,0,05/31/2019,2019
80406,301330,75,749000,4107  SW KENYON ST   98136,4107 ,KENYON                   ,98136,1.0,7,800,0,0,0,1600,800,800,6,0,0,N,0,0,0,1,3,3,0,0,2,1,0,0,0,1941,2018,3,24,35,NE,17.0,1.0,SEATTLE,6338,2,2,4,0,0,0,02/21/2019,2019
80408,301330,255,500000,4118  SW ELMGROVE ST   98136,4118 ,ELMGROVE                 ,98136,1.0,7,1330,0,0,0,1880,1310,550,6,240,0,N,0,0,0,5,2,2,0,0,1,1,0,0,0,1914,0,3,24,35,NE,17.0,1.0,SEATTLE,6346,2,2,4,0,0,0,07/10/2019,2019
80416,302105,9054,375000,2521   R ST SE  98002,2521 ,R                        ,98002,1.0,7,1480,0,0,0,1480,0,0,0,0,530,N,0,0,220,5,2,3,0,0,2,1,0,0,0,1992,0,4,21,30,NE,28.0,8.0,AUBURN,26425,2,1,4,2,0,1,02/15/2019,2019
80426,302304,9090,1199999,16629   2ND PL SW  98166,16629,2ND                      ,98166,2.0,10,1910,0,1710,0,3620,500,0,0,500,1360,N,70,0,0,5,2,4,0,1,3,1,1,0,0,1995,0,3,23,30,NE,49.0,7.0,NORMANDY PARK,44431,2,2,4,0,0,0,12/16/2019,2019
80431,302305,9115,335000,3129   TALBOT RD S  98055,3129 ,TALBOT                   ,98055,1.0,7,1060,0,0,0,1060,0,0,0,0,0, ,0,0,200,5,1,2,0,0,1,1,0,0,0,1957,0,4,23,30,SE,59.0,1.0,RENTON,11761,2,2,4,0,0,1,08/06/2019,2019
80453,302605,9354,801000,8407  NE 127TH CT   98034,8407 ,127TH                    ,98034,2.0,8,1030,0,880,0,1910,0,0,0,0,440, ,0,0,120,5,2,4,1,0,2,2,0,0,0,2001,0,3,26,30,NW,37.0,2.0,KIRKLAND,6759,2,2,4,2,0,0,02/21/2019,2019
80454,302605,9366,1175000,9006  NE 127TH PL   98034,9006 ,127TH                    ,98034,2.0,9,1410,0,1410,0,2820,0,0,0,0,500,N,270,0,0,5,2,3,1,0,2,1,0,0,0,2012,0,3,26,30,NW,37.0,2.0,KIRKLAND,4148,2,2,3,2,0,0,06/15/2019,2019
80455,302605,9368,1240000,9014  NE 127TH PL   98034,9014 ,127TH                    ,98034,2.0,9,1480,0,1710,0,3190,0,0,0,0,480,N,290,0,0,5,2,3,1,0,2,1,0,0,0,2014,0,3,26,30,NW,37.0,2.0,KIRKLAND,6899,2,2,3,2,0,0,08/20/2019,2019
80473,304770,185,755000,8621   CAROLINE AVE N  98103,8621 ,CAROLINE                 ,98103,1.0,7,880,0,0,0,1440,560,560,7,0,0,Y,40,0,0,5,3,3,0,1,1,0,0,0,0,1931,0,5,26,31,SE,6.0,7.0,SEATTLE,2850,2,2,4,2,0,0,10/16/2019,2019
80498,257191,130,519900,3099   LINK AVE   98022,3099 ,LINK                     ,98022,2.0,8,1510,0,1500,0,3010,0,0,0,0,810,N,0,0,0,7,2,4,1,0,2,1,1,0,0,1992,0,4,20,26,NW,41.0,3.0,ENUMCLAW,9684,2,2,4,2,0,0,07/29/2019,2019
80502,258680,105,377000,10852   11TH AVE SW  98146,10852,11TH                     ,98146,1.0,6,830,0,0,0,830,0,0,0,0,0, ,0,0,200,5,1,2,0,0,1,1,0,0,0,1955,0,3,23,6,SW,23.0,4.0,KING COUNTY,7627,2,2,4,0,0,0,08/29/2019,2019
80509,259173,150,435000,21108  SE 278TH ST   98038,21108,278TH                    ,98038,1.0,7,1300,0,0,0,1640,680,340,7,340,120,Y,0,0,660,5,2,3,1,0,2,1,0,0,0,1994,0,4,22,32,NE,56.0,1.0,MAPLE VALLEY,6865,2,2,4,0,0,0,02/12/2019,2019
80526,259715,240,468550,11405  SE 218TH PL   98031,11405,218TH                    ,98031,1.0,7,1290,0,0,0,1720,1240,430,7,520,200,Y,0,0,160,5,2,4,0,2,1,0,1,0,0,1980,0,4,22,8,SE,29.0,2.0,KENT,8568,2,2,4,2,0,0,08/29/2019,2019
80536,259766,70,586000,2815   24TH AVE S  ,2815 ,24TH                     ,,2.0,8,540,0,560,0,1340,540,240,8,300,0, ,0,0,130,6,2,2,1,0,1,1,0,0,0,2007,0,3,24,9,SW,79.0,1.0,SEATTLE,1350,2,2,4,2,0,0,12/11/2019,2019
80550,259900,1120,364000,2045   FIR ST SE  98092,2045 ,FIR                      ,98092,1.0,7,1581,0,0,0,1581,0,0,0,0,286,N,102,0,0,5,2,3,0,1,1,0,0,0,0,1961,0,5,21,20,SE,28.0,10.0,AUBURN,9100,2,2,4,2,0,0,03/05/2019,2019
80558,32307,9099,1050000,10716   UPPER PRESTON RD SE  ,10716,UPPER PRESTON            ,,1.0,7,2590,0,0,0,5180,2590,2590,7,0,580,Y,144,0,20,5,2,4,0,0,4,1,0,0,0,2018,0,3,23,3,SW,75.0,8.0,KING COUNTY,217800,0,1,1,2,0,1,10/03/2019,2019
80589,312007,9021,488000,46608   286TH AVE SE  98022,46608,286TH                    ,98022,1.0,7,1210,0,0,0,1980,770,770,6,0,0,Y,90,0,220,5,1,3,0,0,1,1,0,1,0,1943,0,5,20,31,NE,40.0,1.0,KING COUNTY,118154,2,1,4,2,0,0,05/29/2019,2019
80599,312304,9319,656000,18530   2ND AVE SW  98166,18530,2ND                      ,98166,2.0,8,1380,0,850,0,2230,0,0,0,0,520,N,216,0,0,5,2,3,1,0,2,1,1,0,0,1988,0,3,23,31,SE,49.0,8.0,NORMANDY PARK,10229,2,2,4,0,0,0,12/19/2019,2019
80613,312604,9052,816000,9208   WALLINGFORD AVE N  98103,9208 ,WALLINGFORD              ,98103,1.0,7,1020,0,0,0,2040,1020,1020,6,0,0,N,0,0,0,5,1,4,0,1,1,0,0,0,0,1962,0,4,26,31,SE,6.0,7.0,SEATTLE,6348,2,2,4,2,0,0,11/12/2019,2019
80614,312604,9133,985000,10034   ASHWORTH AVE N  ,10034,ASHWORTH                 ,,2.0,8,1040,0,960,0,2680,1140,680,8,460,0,N,220,0,0,5,2,4,1,0,3,1,0,0,0,2008,0,3,26,31,NE,6.0,7.0,SEATTLE,6367,2,2,4,0,0,0,05/02/2019,2019
80636,315760,115,1080000,2024  SW GENESEE ST   98106,2024 ,GENESEE                  ,98106,2.0,9,1040,0,1070,0,2650,910,540,9,370,0,Y,40,130,490,7,3,4,1,0,3,1,0,0,0,2019,0,3,24,13,SE,18.0,3.0,SEATTLE,3259,2,2,4,2,0,0,07/11/2019,2019
80640,189546,300,427875,1747  SW 347TH PL   ,1747 ,347TH                    ,,2.0,8,1066,0,1270,0,2336,0,0,0,0,640, ,0,0,0,5,2,3,1,0,2,1,0,0,0,2005,0,3,21,24,SE,54.0,18.0,FEDERAL WAY,7201,2,2,4,2,0,0,03/06/2019,2019
80674,192507,9031,665000,2717   291ST AVE NE  98014,2717 ,291ST                    ,98014,2.5,7,950,260,920,0,2130,920,0,0,0,0, ,300,0,0,0,0,2,1,0,1,0,0,1,0,1981,0,3,25,19,SE,71.0,10.0,KING COUNTY,212137,2,1,3,2,0,0,12/10/2019,2019
80676,192604,9447,699950,14315   PHINNEY AVE N  ,14315,PHINNEY                  ,,3.0,7,490,0,560,560,1610,0,0,0,0,0,N,0,0,270,7,2,3,0,0,2,0,0,0,0,2018,0,3,26,19,NW,6.0,4.0,SEATTLE,1103,2,2,4,2,0,0,04/05/2019,2019
80677,192604,9448,599950,14317 A  PHINNEY AVE N  ,14317,PHINNEY                  ,,2.0,7,530,0,530,0,1450,390,390,7,0,300,Y,0,0,540,7,2,2,1,1,1,0,0,0,0,2018,0,3,26,19,NW,6.0,4.0,SEATTLE,1210,2,2,4,2,0,0,06/20/2019,2019
80678,192604,9451,514950,14313 B  PHINNEY AVE N  ,14313,PHINNEY                  ,,2.0,7,510,0,510,0,1360,340,340,7,0,0,Y,0,0,230,7,2,2,0,1,1,0,0,0,0,2018,0,3,26,19,NW,6.0,4.0,SEATTLE,1079,2,2,4,2,0,0,11/26/2019,2019
80703,193810,60,841000,2849   BLAINE AVE NE  98056,2849 ,BLAINE                   ,98056,2.0,9,1430,0,1880,0,3310,0,0,0,0,550,N,30,0,210,7,2,4,1,0,2,1,0,0,0,2004,0,3,24,32,SE,85.0,1.0,RENTON,6358,2,2,4,0,0,0,06/10/2019,2019
80712,193910,180,830000,22904  NE 16TH PL   98074,22904,16TH                     ,98074,2.0,9,1460,0,1130,0,2590,0,0,0,0,500,N,50,0,0,5,2,4,1,0,2,0,1,0,0,1987,0,3,25,27,NW,35.0,2.0,SAMMAMISH,7547,2,2,4,0,0,0,11/18/2019,2019
80713,193910,180,880000,22904  NE 16TH PL   98074,22904,16TH                     ,98074,2.0,9,1460,0,1130,0,2590,0,0,0,0,500,N,50,0,0,5,2,4,1,0,2,0,1,0,0,1987,0,3,25,27,NW,35.0,2.0,SAMMAMISH,7547,2,2,4,0,0,0,09/06/2019,2019
80740,252306,9163,615000,26916  SE 162ND ST   98027,26916,162ND                    ,98027,1.0,7,1330,0,0,0,1730,800,400,7,400,150,Y,40,0,1080,5,3,3,1,1,1,1,0,0,0,1980,0,4,23,25,NE,66.0,13.0,KING COUNTY,43034,1,1,3,0,0,0,09/24/2019,2019
80783,345910,190,626000,5425  NE 200TH PL   98155,5425 ,200TH                    ,98155,1.0,8,1490,0,0,0,1990,1350,500,8,670,0,Y,120,0,170,5,2,4,1,1,1,0,1,0,1,1967,0,3,26,3,NE,4.0,3.0,LAKE FOREST PARK,9000,2,2,4,0,0,0,03/25/2019,2019
80799,350010,111,645000,14539   28TH AVE NE  98155,14539,28TH                     ,98155,1.0,7,1810,0,0,0,1810,440,0,0,440,0, ,0,0,0,1,2,3,0,1,1,1,0,0,0,1961,0,3,26,16,SE,3.0,7.0,SHORELINE,8198,2,2,4,0,0,0,02/07/2019,2019
80808,152205,9111,630000,23520   147TH PL SE  98042,23520,147TH                    ,98042,1.0,8,2080,0,0,0,2080,0,0,0,0,470,N,350,0,660,5,1,4,1,1,1,2,0,0,0,1972,0,4,22,15,SE,60.0,2.0,KING COUNTY,76665,1,1,3,2,0,1,07/09/2019,2019
80816,152405,9057,852000,14219  SE ALLEN RD   98006,14219,ALLEN                    ,98006,1.0,7,1740,0,0,0,1740,0,0,0,0,0, ,0,0,0,4,3,4,0,1,1,1,0,0,1,1968,0,5,24,15,NE,31.0,7.0,BELLEVUE,12750,2,2,4,0,0,0,10/18/2019,2019
80818,152480,80,765000,9617  NE 198TH ST   98011,9617 ,198TH                    ,98011,2.0,8,1060,0,1140,0,2200,0,0,0,0,530,N,0,0,220,5,2,4,1,0,2,1,0,0,0,1968,0,5,26,6,NE,38.0,4.0,BOTHELL,11550,2,2,4,2,0,0,12/12/2019,2019
80853,154580,6240,398950,26309   222ND AVE SE  98038,26309,222ND                    ,98038,1.0,7,1150,0,0,0,1460,630,310,7,320,160,Y,0,0,0,5,3,3,1,1,1,1,0,0,0,1983,0,5,22,28,NE,56.0,2.0,MAPLE VALLEY,10556,2,2,3,2,0,0,01/30/2019,2019
80854,154580,6240,430000,26309   222ND AVE SE  98038,26309,222ND                    ,98038,1.0,7,1150,0,0,0,1460,630,310,7,320,160,Y,0,0,0,5,3,3,1,1,1,1,0,0,0,1983,0,5,22,28,NE,56.0,2.0,MAPLE VALLEY,10556,2,2,3,2,0,0,12/18/2019,2019
80864,155000,698,480000,32218  NE 193RD ST   98019,32218,193RD                    ,98019,2.0,5,1060,0,480,0,1540,0,0,0,0,0, ,0,0,340,0,0,2,0,1,0,0,0,1,0,1981,0,3,26,4,NE,70.0,3.0,KING COUNTY,105794,1,1,3,0,0,0,08/21/2019,2019
80875,155870,130,409999,11220  SE 264TH ST   98030,11220,264TH                    ,98030,1.0,7,1450,0,0,0,2350,1410,900,7,510,0,Y,0,0,130,5,2,4,0,0,3,1,0,0,0,1998,0,3,22,29,NE,62.0,9.0,KENT,6435,2,2,4,0,0,0,11/22/2019,2019
80879,156010,50,742500,11311   15TH AVE NE  98125,11311,15TH                     ,98125,1.0,7,900,0,0,0,1350,900,450,5,0,0,N,0,0,0,5,2,2,0,0,1,1,0,0,0,1942,0,2,26,29,SE,7.0,4.0,SEATTLE,6850,2,2,4,2,0,2,06/25/2019,2019
80959,272204,9209,387500,27107   46TH AVE S  98032,27107,46TH                     ,98032,2.0,8,1100,0,910,0,2010,0,0,0,0,580, ,0,0,160,5,2,3,1,1,1,0,1,0,0,1979,0,3,22,27,SE,26.0,7.0,KENT,7385,2,2,4,0,0,0,07/02/2019,2019
80969,272404,9150,615000,7108   46TH AVE S  98118,7108 ,46TH                     ,98118,1.0,7,1320,0,0,0,2400,1320,1080,6,240,0,Y,0,0,240,5,3,4,0,1,1,0,1,0,1,1956,0,3,24,27,SE,21.0,5.0,SEATTLE,9960,2,2,4,2,0,0,10/09/2019,2019
80996,292104,9071,534950,1320  S 359TH ST   98003,1320 ,359TH                    ,98003,1.0,8,2200,0,0,0,3240,1040,1040,7,0,0,Y,110,0,0,5,3,4,0,0,2,0,1,0,1,1960,0,3,21,29,NE,54.0,21.0,FEDERAL WAY,52130,2,1,4,2,0,0,09/19/2019,2019
81010,292270,660,757000,8033   9TH AVE NW  98117,8033 ,9TH                      ,98117,1.5,7,720,290,0,0,1010,750,0,0,180,0,N,0,0,0,5,2,2,0,0,1,0,1,0,0,1929,0,3,25,1,NW,82.0,11.0,SEATTLE,2290,2,2,4,2,0,0,09/19/2019,2019
81033,292604,9171,970000,11339 A  8TH AVE NE  98125,11339,8TH                      ,98125,2.0,7,2760,0,1790,0,4550,0,0,0,0,0,N,0,0,0,5,2,6,2,2,0,1,0,0,0,2003,0,3,26,29,SE,7.0,4.0,SEATTLE,9828,2,2,1,2,0,0,07/25/2019,2019
81119,273863,30,850000,13540  NE 200TH ST   ,13540,200TH                    ,,2.0,9,1770,0,1200,0,3780,1730,810,9,920,0,Y,0,0,0,5,2,4,1,0,3,2,0,0,0,2005,0,3,26,3,NW,38.0,5.0,WOODINVILLE,5126,2,2,4,2,0,0,09/18/2019,2019
81128,274600,44,550000,20624   231ST AVE SE  98038,20624,231ST                    ,98038,1.5,8,1030,150,0,0,2070,890,890,8,0,0,Y,0,0,320,7,3,3,0,0,2,0,0,0,0,1972,0,5,22,3,SW,66.0,10.0,KING COUNTY,47480,1,1,4,0,0,0,08/23/2019,2019
81141,276760,259,740000,2029  NW 65TH ST   98117,2029 ,65TH                     ,98117,3.0,8,490,0,490,490,1470,0,0,0,0,0,N,0,0,430,7,3,3,1,1,1,0,0,0,0,2017,0,3,25,11,NE,19.0,1.0,SEATTLE,1153,2,2,4,2,0,2,03/19/2019,2019
81160,276760,2906,695000,2219  NW 61ST ST   98107,2219 ,61ST                     ,98107,2.0,7,530,0,770,0,1300,0,0,0,0,280,N,0,0,60,4,3,3,0,0,2,1,0,0,0,1990,0,3,25,11,NE,19.0,1.0,SEATTLE,2374,2,2,4,0,0,0,10/21/2019,2019
81175,276760,4731,710000,1737 A NW 58TH ST   ,1737 ,58TH                     ,,2.0,8,590,0,590,0,1430,470,250,8,220,0,N,0,0,0,1,2,2,1,0,2,1,0,0,0,2009,0,3,25,11,NE,19.0,1.0,SEATTLE,1200,2,2,4,0,0,0,10/28/2019,2019
81197,277160,3125,1050000,2634  W BOSTON ST   98199,2634 ,BOSTON                   ,98199,2.0,9,820,0,700,0,1520,820,0,0,200,0,N,0,0,440,5,1,3,0,1,1,0,0,0,0,1938,2000,3,25,23,SW,11.0,3.0,SEATTLE,4000,2,2,4,0,0,0,04/02/2019,2019
81206,278126,70,544000,23709  SE 284TH ST   98038,23709,284TH                    ,98038,2.0,9,1390,0,1170,0,2560,0,0,0,0,680,N,50,0,0,5,2,5,0,0,3,1,0,0,0,2005,0,3,22,34,SE,57.0,6.0,MAPLE VALLEY,5800,2,2,4,0,0,0,04/10/2019,2019
81216,278210,130,960000,22538  SE 14TH PL   98075,22538,14TH                     ,98075,2.0,9,1510,0,1120,0,2630,0,0,0,0,610,N,140,0,0,5,2,4,0,1,2,1,0,0,0,1999,0,3,24,4,NE,69.0,5.0,SAMMAMISH,8665,2,2,4,2,0,0,03/22/2019,2019
81218,278460,98,924000,1806  E JOHN ST   98112,1806 ,JOHN                     ,98112,3.0,9,500,0,510,440,1450,0,0,0,0,0, ,0,0,70,6,2,2,0,0,2,0,0,0,0,2011,0,3,25,28,SW,13.0,6.0,SEATTLE,1172,2,2,4,2,0,0,08/26/2019,2019
81223,278775,10,530000,2320   UNION AVE NE  98059,2320 ,UNION                    ,98059,1.0,7,1340,0,0,0,2310,1290,970,6,320,140,Y,0,0,170,7,2,5,0,2,1,0,1,0,1,1978,0,4,23,3,NW,85.0,1.0,RENTON,9225,2,2,4,0,0,1,09/12/2019,2019
81240,281560,175,570000,4822  SW JUNEAU ST   98136,4822 ,JUNEAU                   ,98136,1.0,7,810,0,0,0,810,810,0,0,200,0,N,40,0,0,5,1,2,0,0,1,1,0,0,0,1944,0,3,24,23,SW,16.0,7.0,SEATTLE,5450,2,2,4,2,0,0,07/31/2019,2019
81277,220550,225,730000,14605  SE EASTGATE DR   98006,14605,EASTGATE                 ,98006,1.0,7,1200,0,0,0,1200,0,0,0,0,400, ,0,0,0,5,1,3,1,0,1,1,0,0,0,1955,0,4,24,10,SE,31.0,7.0,BELLEVUE,10600,2,2,4,0,0,0,09/26/2019,2019
